joy division	234.25863225806452
judas priest	287.2420168067227
justice	175.01262778111845
justin timberlake	151.9060108529289
kaiser chiefs	165.53731886696278
kamelot	383.8725198412698
kanye west	235.44662132189856
kasabian	154.64953552901434
katatonia	413.0482097186701
kate bush	261.1240906547286
kate nash	156.65897838425312
katie melua	193.4954202586207
katy perry	118.4287701317716
keane	192.61419508326725
kelly clarkson	234.72765178480626
kent	497.2692121016017
killswitch engage	310.4111602209945
kings of convenience	213.41660617059893
kings of leon	215.1692138495961
kiss	258.14951219512193
klaxons	161.67655236329935
koЯn	314.758540849596
kraftwerk	177.53670387393302
kt tunstall	176.82232726261643
kylie minogue	326.0585502758153
lacuna coil	291.32126265634304
lady gaga	191.2281480469817
ladytron	229.28570103857567
lamb	147.28599812996728
lamb of god	319.42425502425505
lcd soundsystem	142.7329306722689
led zeppelin	263.01434711357103
lenny kravitz	130.43061498960753
leona lewis	151.89605050653356
leonard cohen	200.94708994708995
lifehouse	240.21074626865672
lily allen	170.92486122125297
limp bizkit	202.16435354273193
linkin park	322.5609168277559
lostprophets	283.15091252359974
louis armstrong	138.63732503888025
ludwig van beethoven	154.56344782890474
lupe fiasco	267.0474001723643
m.i.a.	158.27209933393635
m83	220.79917003385387
madonna	299.6538808487273
mando diao	281.3021647239657
manic street preachers	276.0367048663013
manowar	314.3046617485481
manu chao	211.98236688040146
mariah carey	293.4995947667014
marilyn manson	326.3002388090036
maroon 5	178.91925509986496
marvin gaye	136.23841683681482
massive attack	201.10134335630264
maxïmo park	221.7288699587382
megadeth	353.8684067849121
metallica	342.1284077614181
metric	266.42371562013494
mgmt	129.23872802481904
michael bublé	187.6523803065238
michael jackson	179.08300769199127
mika	145.40385635945515
miles davis	187.11079065841307
mindless self indulgence	429.052055164954
misfits	346.9395767499761
moby	187.45841734762462
modest mouse	321.8803135218311
mogwai	276.2152354367149
moloko	138.40898219505715
morcheeba	193.47256150008602
morrissey	305.4384650525354
motörhead	273.80800930863956
muse	328.89692651281507
my bloody valentine	225.10942028985508
my chemical romance	331.34679146020676
nas	288.33890518084064
ne-yo	165.8948347403062
neil young	232.13412639405203
nelly furtado	165.66463700234192
neutral milk hotel	234.8451519536903
new found glory	315.10666448872917
new order	203.3406884377758
nick cave and the bad seeds	276.8074057600356
nick drake	212.31158742044178
nickelback	202.84189797449363
nightmares on wax	125.60794701986755
nightwish	402.67895431304635
nina simone	158.2037169406719
nine inch nails	486.1860120074529
nirvana	234.83755754540397
no doubt	177.49846318321528
nofx	479.86618979494517
norah jones	188.92552874590407
notorious b.i.g.	202.24198520345251
nouvelle vague	185.27931164901665
oasis	246.58929680223534
of montreal	329.5192307692308
opeth	394.54954954954957
outkast	196.21991946944576
ozzy osbourne	200.9302010112221
panic at the disco	267.4716074959977
pantera	265.42894218722034
papa roach	236.47425547183352
paramore	322.6653608130358
pavement	294.89440586925195
pearl jam	289.4780968247746
pendulum	205.97899824253076
pet shop boys	235.78765831312316
phil collins	142.72361315660285
phoenix	181.81670495569412
pink	158.20512322918688
pink floyd	358.7372264413787
pixies	244.46991504247876
pj harvey	230.34140884191035
placebo	306.71495749120237
porcupine tree	441.38414688759514
portishead	184.76007254365067
prince	227.6375324514773
queen	235.72111646938478
queens of the stone age	292.55424598086597
r.e.m.	229.4463310817063
radiohead	354.9172053576046
rage against the machine	220.57497368025267
rammstein	323.9000698555094
ramones	279.7525747764416
rancid	374.63384490017654
ratatat	230.0887573964497
ray charles	132.96218487394958
razorlight	148.7952380952381
red hot chili peppers	276.850660352324
regina spektor	265.73114653586754
rihanna	169.7265412801722
rilo kiley	308.7851217554188
rise against	435.344902978956
rjd2	221.42893674293404
robbie williams	177.25778375953342
rufus wainwright	246.03535207186323
rush	348.41716180737876
ryan adams	352.4391468005019
röyksopp	172.75678901820353
santana	135.06368542791057
santogold	137.65633245382585
sarah mclachlan	197.67928797707046
scooter	244.00061756986258
scorpions	207.9442872687704
sepultura	244.92032072162365
serj tankian	182.46936435124508
shakira	216.12634762029975
sia	175.80897032681526
sigur rós	284.26658374792703
simon & garfunkel	176.46115753636644
simple plan	238.7702023456631
slayer	322.6415123103895
slipknot	302.8471167219429
snoop dogg	182.44688984130661
snow patrol	208.74540836264165
soilwork	412.20967207684663
sonata arctica	430.8354358877801
sonic youth	260.8943116132422
soundgarden	185.48163082437276
soundtrack	163.35256696428573
spoon	247.9846220961937
staind	209.87210657785178
stars	288.25982209043735
static-x	278.21277975997407
stereophonics	180.35543302850996
stevie wonder	151.52503103020274
sting	164.42361493556558
sublime	282.6133552377271
sufjan stevens	332.4746158818557
sum 41	279.0562519107307
system of a down	319.5585682134819
t.a.t.u.	293.15853069115514
t.i.	213.30017694641052
taking back sunday	298.22295164751927
talking heads	194.9490616621984
tegan and sara	405.1297932330827
tenacious d	223.06032976217614
the all-american rejects	213.18918307309346
the beach boys	189.9699248120301
the beatles	399.5223935341045
the cardigans	210.63316689684478
the chemical brothers	170.22666256788605
the cinematic orchestra	176.54449716468002
the clash	236.98122910773978
the cranberries	181.54497586660816
the cure	262.64683377712487
the decemberists	281.3218187660668
the doors	229.66301943894774
the flaming lips	226.83427802862906
the fratellis	168.47289156626505
the fray	179.45426097840826
the hives	224.5224024927474
the jimi hendrix experience	155.9884351798972
the killers	232.74869186046513
the kinks	205.95592692007966
the knife	239.1499013806706
the kooks	229.2022743282681
the libertines	294.26173913043476
the magnetic fields	327.85199696663295
the mars volta	301.3362652232747
the national	299.93712007972096
the offspring	260.89857117657436
the police	151.53819014017355
the postal service	197.24064432150993
the prodigy	212.70378593129234
the pussycat dolls	165.48322997088977
the rolling stones	215.34025703835442
the roots	217.6997971602434
the shins	242.24055182620646
the smashing pumpkins	283.0808040993299
the smiths	301.1544024418878
the streets	195.46686303387335
the strokes	236.4360005678323
the ting tings	100.57738026543566
the used	349.8277547031517
the velvet underground	187.92491159431194
the verve	136.68912896691424
the white stripes	239.99764016290487
the who	208.09080909313127
thievery corporation	211.12276480915534
three days grace	246.8812412505833
timbaland	149.44009309856304
tiësto	183.91915256300987
tom waits	340.32750262381927
tool	373.96836783822823
tori amos	379.73361877819406
travis	199.11214782290523
tricky	164.84249501566507
tv on the radio	185.4073269171065
u2	244.20510121213945
underoath	350.8540625
underworld	183.2706627529739
unkle	187.73447856080077
vampire weekend	148.9631775333857
van halen	194.89466821211244
van morrison	178.83228938302537
weezer	308.52859174964436
yann tiersen	358.91198995605777
yeah yeah yeahs	271.714224137931
